datetime,solar_forecast_kw,load_kw,price_usd_kwh,p_grid_kw,p_ch_kw,p_dis_kw,p_curtail_kw,soc_kwh,model
2024-01-02 01:30:00,0.0,41.33974596215562,0.15,45.02991106443846,3.6901652201052655,1.1778063846032888e-07,-4.179067964238392e-11,103.50565683512038,ARX
2024-01-02 02:30:00,0.0,45.0,0.15,48.62459260086197,3.624592718703786,1.1780003942887785e-07,-4.178685551263073e-11,106.94901979388894,ARX
2024-01-02 03:30:00,0.0,50.0,0.15,53.579147038759544,3.57914715660497,1.1780364556393641e-07,-4.1792177717334144e-11,110.34920946865982,ARX
2024-01-02 04:30:00,0.0,55.0,0.15,58.55711470426776,3.5571148221037636,1.1779419643883484e-07,-4.180389774521625e-11,113.7284684256645,ARX
2024-01-02 05:30:00,0.0,58.66025403784439,0.15,62.22254269758399,3.562288777555841,1.1777443107432013e-07,-4.181554354476893e-11,117.11264264036947,ARX
2024-01-02 06:30:00,0.13552944353048998,60.0,0.15,63.46567537798509,3.6012049280558074,1.1774581026098095e-07,1.1205578332316809e-08,120.53378719807951,ARX
2024-01-02 07:30:00,0.13728216170148,58.66025403784439,0.15,62.199580710145845,3.6766089405026277,1.1770907334387022e-07,1.120936288776634e-08,124.02656556765272,ARX
2024-01-02 08:30:00,0.0,55.0,0.15,58.792067097889,3.7920672155908464,1.176600469889437e-07,-4.180326423405701e-11,127.62902929861136,ARX
2024-01-02 09:30:00,0.0,50.0,0.15,53.95367513767123,3.9536752553054733,1.1759245404497168e-07,-4.179159134489506e-11,131.38502066737001,ARX
2024-01-02 10:30:00,0.0,45.0,0.15,49.166685567754136,4.16668568530083,1.1750490455890156e-07,-4.178720297619798e-11,135.34337194471644,ARX
2024-01-02 11:30:00,0.0,41.33974596215561,0.15,45.78096333350291,4.441217488787739,1.1739866131500956e-07,-4.1789094689283755e-11,139.56252843548722,ARX
2024-01-02 12:30:00,0.0,40.0,0.15,44.7948332782493,4.794833395565554,1.1727446903917001e-07,-4.1791540111026446e-11,144.11762003782772,ARX
2024-01-02 13:30:00,0.0,41.33974596215561,0.15,46.61161746484367,5.271871619857114,1.1712727050007224e-07,-4.1791862969641613e-11,149.12589795340008,ARX
2024-01-02 14:30:00,1.31882215981343,45.0,0.15,49.70097776856892,6.0198000337639535,1.1693807314944248e-07,1.155645476761578e-08,154.84470786238313,ARX
2024-01-02 15:30:00,5.8281293623163295,50.0,0.15,51.73997435694479,7.568103824301029,1.1666584501484781e-07,1.1625935467600952e-08,162.03440637266294,ARX
2024-01-02 16:30:00,17.22823967996075,55.0,0.45,5.73605008790285e-09,1.1565732822065038e-07,37.77176044035956,1.0399021053012731e-08,122.27465865057998,ARX
2024-01-02 17:30:00,34.48899289177048,58.66025403784439,0.45,5.7312629108491524e-09,1.1605709031206311e-07,24.171261266816735,1.0416987179580442e-08,96.83122584839553,ARX
2024-01-02 18:30:00,47.43824475885586,60.0,0.45,5.722876883811105e-09,1.1639865752281442e-07,12.561755362250835,1.0430906537717442e-08,83.6083255776576,ARX
2024-01-02 19:30:00,53.68705932643979,58.66025403784439,0.45,5.714775597196579e-09,1.1714734927385718e-07,4.973194833281629,1.0444450487857727e-08,78.37338375917744,ARX
2024-01-02 20:30:00,52.7069780819852,55.0,0.45,5.70705625176868e-09,1.1847071610676841e-07,2.293022041236451,1.0457991972574894e-08,75.95967645989677,ARX
2024-01-02 21:30:00,44.23203385188153,50.0,0.45,5.705258046330757e-09,1.1703232350129527e-07,5.767966269894454,1.044891846391922e-08,69.88813312908331,ARX
2024-01-02 22:30:00,26.699907428929258,45.0,0.15,25.575559414260756,7.275466948278248,1.1676131426812235e-07,1.1673077297618563e-08,76.799826607041,ARX
2024-01-02 23:30:00,14.011874026951828,41.33974596215562,0.15,33.35774700352538,6.0298751736351806,1.1696746840972731e-07,1.1653880487952498e-08,82.52820789887078,ARX
2024-01-03 00:30:00,9.25977926937673,40.0,0.15,36.22690771080813,5.48668708562205,1.1707896133081212e-07,1.1641768014147721e-08,87.7405605069707,ARX
2024-01-03 01:30:00,0.0,41.33974596215562,0.15,46.364389454228046,5.024643609300113,1.1718589559058876e-07,-4.179490941117315e-11,92.51397181245221,ARX
2024-01-03 02:30:00,0.0,45.0,0.15,49.786547041925644,4.7865471592024935,1.1723507138253718e-07,-4.1789515700283665e-11,97.06119149028926,ARX
2024-01-03 03:30:00,0.0,50.0,0.15,54.60741172968946,4.607411846997923,1.172666783835525e-07,-4.179231342201712e-11,101.43823262149866,ARX
2024-01-03 04:30:00,0.0,55.0,0.15,59.48434554711027,4.484345664432504,1.1728043882936023e-07,-4.18034527947259e-11,105.69836087925646,ARX
2024-01-03 05:30:00,0.0,58.66025403784439,0.15,63.076410773924884,4.416156853403206,1.1728088918154616e-07,-4.1815293070554055e-11,109.89370976653592,ARX
2024-01-03 06:30:00,0.0,60.0,0.15,64.40427055894975,4.404270676266981,1.1727543331865269e-07,-4.182018461455603e-11,114.07776678554173,ARX
2024-01-03 07:30:00,0.0,58.66025403784439,0.15,63.1111441286676,4.450890208132748,1.1726773005093932e-07,-4.1815287383682826e-11,118.30611235982812,ARX
2024-01-03 08:30:00,0.0,55.0,0.15,59.55750014606449,4.5575002633601,1.172538155544141e-07,-4.180333729905573e-11,122.63573748659515,ARX
2024-01-03 09:30:00,0.0,50.0,0.15,54.72716195564567,4.72716207291355,1.1722609403606292e-07,-4.1791658193291274e-11,127.12654133246713,ARX
2024-01-03 10:30:00,0.0,45.0,0.15,49.96767503130638,4.967675148527794,1.1717964131261276e-07,-4.17872631105339e-11,131.8458326002215,ARX
2024-01-03 11:30:00,0.0,41.33974596215561,0.15,46.63279800324995,5.293052158249343,1.1711322149924955e-07,-4.1789154363191175e-11,136.87423202728135,ARX
2024-01-03 12:30:00,0.0,40.0,0.15,45.7306804747999,5.730680591866739,1.1702505626192017e-07,-4.179159386276656e-11,142.31837846637046,ARX
