Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,204191,-,-,-,34.05,-118.26,0,120,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed
2021,1,1,0,30,13,26,273,44,45.07,1.9000000000000001
2021,1,1,1,30,11.700000000000001,0,0,0,51.29,1.8
2021,1,1,2,30,11.200000000000001,0,0,0,56.08,2.1
2021,1,1,3,30,10.700000000000001,0,0,0,60.93,2.9000000000000004
2021,1,1,4,30,10.200000000000001,0,0,0,62.47,3.6
2021,1,1,5,30,9.700000000000001,0,0,0,63.58,3.9000000000000004
2021,1,1,6,30,9.4,0,0,0,62.29,4
2021,1,1,7,30,9.200000000000001,0,0,0,58.81,3.9000000000000004
2021,1,1,8,30,9,0,0,0,54.93,3.7
2021,1,1,9,30,8.8,0,0,0,52.34,3.5
2021,1,1,10,30,8.700000000000001,0,0,0,51.22,3.4000000000000004
2021,1,1,11,30,8.6,0,0,0,50.85,3.4000000000000004
2021,1,1,12,30,8.5,0,0,0,50.6,3.5
2021,1,1,13,30,8.4,0,0,0,50.43,3.5
2021,1,1,14,30,8.8,0,0,0,48.7,3.6
2021,1,1,15,30,10.600000000000001,27,461,67,43.9,4.1000000000000005
2021,1,1,16,30,13.4,48,768,244,37.19,4.7
2021,1,1,17,30,15.9,59,888,409,31.54,4.800000000000001
2021,1,1,18,30,17.6,68,937,528,28.71,4
2021,1,1,19,30,18.7,71,953,586,25.6,3
2021,1,1,20,30,19.400000000000002,73,949,583,21.3,2
2021,1,1,21,30,19.400000000000002,70,920,515,21.09,1.4000000000000001
2021,1,1,22,30,18.6,64,842,386,23.990000000000002,1
2021,1,1,23,30,16.3,53,692,219,33.65,0.9
2021,1,2,0,30,13.5,27,314,48,48.81,1.1
2021,1,2,1,30,12.100000000000001,0,0,0,52.51,1.3
2021,1,2,2,30,11.3,0,0,0,55.44,1.4000000000000001
2021,1,2,3,30,11.100000000000001,0,0,0,55.14,1.4000000000000001
2021,1,2,4,30,11.100000000000001,0,0,0,54.11,1.4000000000000001
2021,1,2,5,30,11,0,0,0,54.22,1.3
2021,1,2,6,30,10.8,0,0,0,55.1,1.1
2021,1,2,7,30,10.700000000000001,0,0,0,56.53,1
2021,1,2,8,30,10.4,0,0,0,57.99,1.3
2021,1,2,9,30,10.200000000000001,0,0,0,57.59,1.6
2021,1,2,10,30,10.100000000000001,0,0,0,61.49,1.5
2021,1,2,11,30,10,0,0,0,66.09,1.4000000000000001
