Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,204191,-,-,-,34.05,-118.26,0,120,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Speed
2023,1,15,14,30,10.600000000000001,0,0,0,91.11,2.8000000000000003
2023,1,15,15,30,11.3,35,12,36,88.72,2.9000000000000004
2023,1,15,16,30,11.9,119,47,131,87.87,3
2023,1,15,17,30,12.200000000000001,196,120,245,85.2,2.8000000000000003
2023,1,15,18,30,12.5,224,297,376,82.16,2.8000000000000003
2023,1,15,19,30,12.600000000000001,257,273,411,80.13,2.9000000000000004
2023,1,15,20,30,12.5,267,79,312,79.03,3
2023,1,15,21,30,12.200000000000001,204,30,220,81.21000000000001,3
2023,1,15,22,30,11.700000000000001,95,3,96,85.42,2.8000000000000003
2023,1,15,23,30,11.100000000000001,50,2,51,88.62,2.7
2023,1,16,0,30,10.5,12,0,12,87.3,2.6
2023,1,16,1,30,10.100000000000001,0,0,0,87.01,2.4000000000000004
2023,1,16,2,30,10,0,0,0,87.42,2.2
2023,1,16,3,30,9.9,0,0,0,87.62,2
2023,1,16,4,30,9.8,0,0,0,88.98,2.3000000000000003
2023,1,16,5,30,9.8,0,0,0,90.39,2.8000000000000003
2023,1,16,6,30,10,0,0,0,91.19,3.7
2023,1,16,7,30,10.4,0,0,0,91.58,4.9
2023,1,16,8,30,11,0,0,0,91.61,5.9
2023,1,16,9,30,11.700000000000001,0,0,0,91.63,6.4
2023,1,16,10,30,12.600000000000001,0,0,0,91.95,6.4
2023,1,16,11,30,13.200000000000001,0,0,0,94.21000000000001,6.1000000000000005
